student_number,first_name,last_name,age_at_enrollment,application_order,curricular_units_1st_sem_enrolled,daytime_evening_attendance,debtor,displaced,gender,marital_status,scholarship_holder,tuition_fees_up_to_date,curricular_units_1st_sem_approved,curricular_units_1st_sem_grade,curricular_units_2nd_sem_grade
557769b0,Anthony,Little,18,2,5,1,0,1,1,1,0,1,0,0.0,0.0
7a29d9d4,Thomas,Newton,19,6,5,1,1,1,1,1,0,0,4,12.5,10.5
048a03eb,Zachary,Johnson,19,3,5,1,0,1,1,1,0,1,0,0.0,0.0
1b7b9d16,Jessica,Harris,18,3,8,1,0,1,1,1,0,1,7,13.154285714285717,13.154285714285717
6255bd86,Jasmine,Green,19,1,5,1,0,0,1,1,0,1,2,11.5,11.4
3a30bf1f,Patricia,Hampton,22,1,6,1,0,0,1,1,0,1,3,13.333333333333334,12.75
3c9d2c40,Joyce,Krueger,18,3,5,1,0,1,1,1,0,1,5,11.8,12.0
e252ad18,Christina,Miller,22,1,0,1,0,0,1,1,0,1,0,0.0,0.0
edf10b0b,Meagan,Duffy,19,1,0,1,1,0,1,1,0,1,0,0.0,0.0
dad47379,Teresa,Martinez,19,1,5,1,0,1,1,1,0,1,2,12.5,11.6
dbb0edff,Sandy,Harris,24,1,8,1,1,0,1,1,0,1,7,13.142857142857142,11.833333333333334
b4874555,Nicholas,Wilson,18,1,5,1,0,0,1,1,1,0,5,15.0,14.2
1177c850,Geoffrey,Spencer,20,1,6,1,0,0,0,1,0,1,1,10.0,13.0
8c36f85b,Julie,Schultz,18,6,6,1,0,1,0,1,1,1,6,12.166666666666666,11.2
bfe9a129,William,Avila,21,1,6,1,1,1,0,1,0,1,3,12.0,12.5
472ada46,Rebekah,Henry,33,1,7,1,1,0,0,4,0,0,7,12.857142857142858,12.666666666666666
69391cab,Veronica,Gutierrez,26,1,6,1,0,1,0,1,0,1,3,11.75,12.8
14c787a9,Lauren,Taylor,21,1,6,1,0,0,0,1,0,1,5,11.833333333333334,13.25
4e3f3416,Stephanie,Lambert,20,1,6,1,0,1,0,1,0,1,6,12.555555555555555,11.8
95d583c0,John,Briggs,20,1,5,1,0,0,0,1,0,1,2,14.5,11.25
623791d1,Billy,Castro,43,1,6,1,0,0,1,1,0,1,6,12.875,12.142857142857142
96ae349e,Christine,Garcia,26,1,5,1,0,0,1,5,0,1,5,12.0,10.2
30bb936a,Todd,Rogers,33,1,5,1,0,1,1,1,0,1,1,13.0,14.0
4597454c,Felicia,Anderson,19,1,6,1,0,0,1,1,0,1,5,10.8,10.5
0bcc8b33,Steven,Jimenez,18,3,6,1,0,1,1,1,0,1,6,12.833333333333334,11.4
c349648f,Richard,Snow,21,1,5,1,1,0,1,1,1,1,5,12.6,12.833333333333334
ef9ab7e7,Eric,Weaver,20,2,5,1,0,1,1,1,0,1,2,14.333333333333334,12.5
31c575fe,Susan,Mullen,19,1,6,1,0,0,1,1,0,1,1,11.0,0.0
547428a3,Nathaniel,Holmes,24,1,5,1,0,0,1,1,1,1,5,11.833333333333334,14.0
5a5e3dd0,Julie,Hicks,21,1,6,1,0,0,1,1,0,1,5,11.333333333333334,11.5
3e5d8cac,Jessica,Golden,28,1,5,1,0,0,1,1,1,1,3,14.333333333333334,12.428571428571429
b1fd7b4c,Ian,Sims,28,1,6,1,0,0,0,1,0,1,6,14.428571428571429,15.6
f6d96678,Christie,Carter,20,1,6,1,0,1,0,1,0,1,5,11.8,12.0
07b8b781,Laura,Harvey,23,3,6,1,0,1,0,1,0,1,5,13.6,11.6
4c3c33fd,Jared,Richmond,23,1,6,1,0,1,0,1,0,1,4,13.4,13.5
cf3bcbc2,Christopher,Smith,25,1,7,1,0,0,0,1,0,1,3,13.0,11.666666666666666
6b3da3b6,Maria,Mendez,19,2,7,1,0,1,0,1,1,1,5,13.34,12.385714285714286
5a9886f4,Christopher,Nicholson,20,1,6,1,0,0,1,1,1,1,3,12.0,11.666666666666666
661bc288,Francisco,Johnson,19,1,6,1,0,0,1,1,0,1,5,11.5,11.333333333333334
51cf96bd,Emily,Garcia,18,1,7,1,0,1,0,1,1,1,5,12.86,12.86
69fcabe3,Vincent,Padilla,18,3,7,1,0,1,0,1,0,1,7,12.59125,12.820000000000002
d3fd960f,Cameron,Boyd,22,1,6,1,0,1,1,1,0,1,5,13.0,11.5
01183321,Miguel,Elliott,18,1,5,1,0,1,1,1,0,1,0,0.0,15.0
45fcf8ce,Jennifer,Gardner,19,1,6,1,0,1,1,1,0,1,5,13.2,13.25
2853943e,Brent,Fowler,34,1,12,1,0,1,1,1,0,1,7,11.428571428571429,11.857142857142858
eff3bc31,Christina,Mora,19,1,6,1,0,0,1,1,1,1,6,11.166666666666666,11.666666666666666
e2acfb6a,Leslie,Lucero,20,1,6,1,0,0,1,1,0,1,4,11.75,11.333333333333334
37e478b2,Andrea,Sims,20,1,6,1,0,1,0,1,1,1,6,14.5,15.0
15691c43,Elizabeth,Butler,19,1,6,1,0,0,0,1,1,1,4,10.4,10.75
b6f5cda7,Max,Nichols,21,1,7,1,1,1,0,1,0,1,7,13.0,12.5
99fc41d9,Elizabeth,Cannon,18,4,6,1,0,1,0,1,0,1,6,14.166666666666666,13.428571428571429
af072c6c,Charles,Matthews,21,6,7,1,0,1,0,1,0,1,4,13.25,13.82
72a3d2d1,Kevin,Cherry,22,5,6,1,0,1,1,1,0,1,1,11.0,0.0
507e51de,Brad,Anderson,33,1,8,1,0,0,0,2,0,1,5,12.6,11.25
3747f8b1,Hannah,Lee,20,3,6,1,0,1,0,1,1,1,4,11.5,11.0
cf668ec6,Ashley,Garcia,35,1,5,1,0,0,0,2,0,1,4,14.2,11.857142857142858
57657915,Robert,Smith,22,1,6,1,0,1,0,1,0,1,4,12.5,13.666666666666666
05d88bb7,Rachel,Rodriguez,20,1,6,1,0,1,0,1,0,1,6,11.666666666666666,11.6
0a5a8949,Chelsea,Peterson,20,1,5,1,0,1,0,1,0,1,3,13.0,13.0
1c849a0d,Monica,Flores,21,1,12,1,1,1,1,1,0,1,11,11.545454545454543,11.7
69f2e9f2,Scott,Martin,23,1,5,1,0,1,1,1,0,1,1,10.0,0.0
b949e2dc,Katelyn,Johnson,24,1,6,1,0,1,0,1,0,1,5,11.8,11.25
dc7b31a3,Donald,Garcia,19,1,5,1,1,0,0,1,0,1,1,10.0,10.0
c979da32,Michael,Murphy,19,1,6,1,0,0,0,1,0,1,4,11.0,12.5
b2aeac70,Jennifer,Jones,22,3,6,1,0,1,0,1,0,1,4,10.0,13.5
6fa5fe6c,Ryan,Hahn,36,1,5,1,0,0,0,2,0,1,3,11.0,13.375
187c251c,Jeffery,Gomez,20,1,7,1,0,0,0,1,1,1,0,0.0,0.0
89d6fb78,Zachary,Dalton,40,1,6,1,0,0,0,4,0,1,5,13.0,12.6
a8aa6217,Mallory,Vasquez,19,1,5,1,0,1,0,1,0,1,3,10.8,10.5
624603f5,Ronald,Mora,20,1,7,1,0,0,0,1,0,1,0,0.0,11.666666666666666
70f9e01c,Cameron,Lawrence,38,1,5,0,0,0,0,4,1,1,5,11.0,11.4
ccbe8199,Nicole,Sharp,19,1,12,1,0,1,1,1,1,1,12,13.333333333333334,12.818181818181818
0a8d53ee,Victoria,Lopez,21,1,6,1,0,1,0,1,1,1,1,10.0,11.4
6b75e633,Sandra,Ramirez,18,2,8,1,0,1,0,1,0,1,7,12.285714285714286,12.285714285714286
c860599e,Dana,Moore,19,1,6,1,0,0,0,1,0,1,5,12.4,12.75
f9ff8317,Connie,Lee,22,1,6,1,0,0,0,1,0,1,6,12.571428571428571,13.666666666666666
aa1300b7,William,Williams,22,1,17,1,1,1,0,1,0,1,12,11.833333333333334,11.25
9e22075b,Larry,Hayes,20,1,6,0,0,0,0,1,0,1,6,12.166666666666666,14.0
7e2e10d0,Ricky,Smith,31,1,6,1,0,0,0,2,0,1,6,13.166666666666666,13.0
5d596b2a,Kenneth,Garcia,18,2,6,1,0,1,0,1,1,1,6,13.571428571428571,12.8
ceb3175f,Kara,Garcia,21,1,5,1,1,0,0,1,0,1,2,11.5,11.0
355cc421,Geoffrey,Kim,19,3,6,1,0,1,0,1,0,1,4,11.25,12.0
38dfb096,Gregory,Bruce,25,1,8,1,0,1,0,1,1,1,7,13.29,13.29
a7375fe0,Sharon,Russell,33,1,10,0,0,0,0,2,0,1,8,10.375,10.444444444444445
85774125,Adam,Howard,20,1,7,1,0,1,0,1,0,1,7,12.333333333333334,12.625
74c00bf1,Amanda,Bennett,19,2,5,1,0,1,0,1,0,1,5,11.2,11.75
cca476a5,Kayla,Smith,20,3,6,1,0,1,0,1,0,1,6,11.833333333333334,13.333333333333334
5e35e3c8,Elizabeth,Wade,18,1,6,1,0,1,0,1,0,0,6,14.833333333333334,12.5
8b2a8f3d,Geoffrey,Anderson,19,1,5,1,0,1,0,1,1,1,2,13.5,11.4
ed834399,Laura,Castillo,24,1,8,1,0,1,0,1,1,1,7,11.971428571428572,11.971428571428572
0ff10a84,Mary,Jones,19,3,5,1,0,0,0,1,0,1,3,12.0,13.5
9a531244,David,Banks,21,1,12,1,0,1,0,1,0,1,8,12.25,12.2
747729c3,Tabitha,Dawson,18,1,6,1,0,0,0,1,0,1,5,12.2,11.6
0b30c006,Nicole,Brooks,24,1,7,1,0,0,0,1,0,1,5,12.4,12.15
f1e81fc2,Diane,Ayala,22,1,7,1,0,1,0,1,0,1,6,10.744444444444444,11.8375
b12e19d7,Eric,Montgomery,44,1,6,1,0,0,0,4,1,0,4,12.75,10.0
19960f43,Richard,Anderson,20,1,5,1,0,1,0,1,0,1,2,10.0,11.0
e3f78762,John,Little,19,1,0,1,1,1,0,1,0,1,0,0.0,0.0
916a8fbc,Gabrielle,King,18,3,8,1,0,1,0,1,1,1,7,13.242857142857144,13.242857142857144
0afca6ba,Cassandra,Brady,18,2,6,1,0,1,0,1,0,0,5,12.6,11.8
cda41f35,Nancy,Johnson,21,1,5,0,0,0,0,1,1,1,4,12.25,11.8
f1aa02ae,Benjamin,Hayes,20,5,6,1,0,1,0,1,0,1,4,12.75,11.333333333333334
ab219f2d,Natasha,Goodwin,18,1,6,1,0,1,0,1,1,1,0,0.0,11.0
86d16138,Audrey,Miller,18,2,5,1,0,1,0,1,0,1,1,14.0,14.0
5bed25f7,Kelly,Jimenez,27,1,6,1,1,1,0,1,0,1,6,12.125,12.0
5a85775a,Alejandro,Harper,18,1,6,1,1,1,0,1,0,1,4,13.5,10.666666666666666
d3703076,Ashley,Ramos,20,1,5,0,0,1,0,1,0,1,0,0.0,0.0
241765c2,Robert,Delgado,19,2,5,1,0,1,0,1,0,1,3,14.0,11.75
a719520d,Hannah,Patrick,20,1,6,1,0,1,0,1,0,1,6,12.666666666666666,11.5
752bacb5,Christina,Shaw,22,2,6,1,0,1,0,1,0,1,4,12.25,11.6
8dac0766,Charles,Price,22,1,6,1,0,1,0,1,0,1,3,15.0,10.25
f30a0aa3,Corey,Ramirez,20,1,0,1,0,1,0,1,0,1,0,0.0,0.0
9dc3f82c,Joshua,Parrish,18,3,6,1,0,0,0,1,0,1,6,13.5,13.333333333333334
5492923d,Spencer,Baker,45,1,6,0,0,0,0,2,0,1,5,13.6,13.0
7139588f,Christopher,Howard,25,1,5,0,1,0,0,1,0,1,4,11.25,12.0
2e22019d,Christine,Taylor,20,2,5,1,0,1,1,1,0,1,3,10.5,11.25
149987e8,William,Smith,22,3,6,1,0,1,1,1,0,1,4,11.25,11.0
c30d1985,Larry,Brown,20,4,7,1,0,1,1,1,0,1,6,13.016666666666666,13.016666666666666
4f0d0c65,Kayla,Contreras,18,1,6,1,0,1,0,1,0,1,6,11.714285714285714,10.375
1cdae971,Nathan,Sanchez,21,5,5,1,0,0,0,1,0,1,3,12.666666666666666,12.75
71431095,Jonathan,Harris,21,1,0,1,0,0,1,1,0,1,0,0.0,0.0
e3b18cd8,Katherine,Meadows,18,2,6,1,0,1,1,1,0,1,6,13.0,10.0
e020121b,Jesus,Williams,18,2,5,1,0,0,1,1,0,1,3,14.0,12.666666666666666
7a1d1d65,Aaron,Waller,25,1,6,1,0,1,1,1,0,1,6,13.166666666666666,12.6
9a05544b,Mark,Mendez,18,1,5,1,0,1,1,1,0,1,4,13.0,12.333333333333334
7310f9a6,Samantha,Duke,21,1,6,1,0,1,1,1,0,1,3,11.25,0.0
4ac089fc,Cindy,Miller,24,2,7,1,0,0,1,1,1,1,6,10.857142857142858,11.857142857142858
28061e6c,Jonathan,Moran,22,5,5,1,0,0,1,1,0,1,4,11.75,11.0
b2d32c37,Paige,Nolan,28,1,13,1,0,1,1,1,0,1,8,11.625,11.0
e758617e,Shawn,Craig,18,6,5,1,0,1,1,1,0,1,0,0.0,10.0
40c84e46,Kelly,Anderson,21,1,5,1,1,0,1,1,0,1,3,12.333333333333334,11.25
68a41c59,Megan,Carroll,28,1,5,0,0,0,0,4,0,1,4,11.5,12.0
62e5390d,Karen,Copeland,21,1,5,1,0,1,0,1,0,1,3,10.666666666666666,12.5
1c4fcd09,John,Brock,20,2,6,1,0,1,0,1,0,1,1,17.0,17.0
d27c1062,Linda,Kelly,18,1,5,1,0,0,0,1,1,1,3,12.666666666666666,12.5
cfcd14b4,Michael,Phillips,18,2,7,1,0,1,0,1,0,1,5,14.06,12.571428571428571
bdf8b33b,Jeffrey,Compton,30,1,5,0,0,0,0,4,0,1,3,10.333333333333334,12.8
fab7fe70,Emma,Campbell,18,1,6,1,0,1,0,1,0,1,4,11.5,10.75
8027a199,Lisa,Brown,18,1,7,1,0,1,1,1,0,1,6,11.833333333333334,11.833333333333334
f1427c81,Jason,Harris,19,1,6,1,0,0,0,1,0,1,2,13.0,10.833333333333334
be45ee8c,Pamela,Green,20,2,6,1,0,0,0,1,0,1,0,0.0,0.0
78f727fd,Emma,Price,32,1,7,1,0,0,0,2,0,1,7,13.761111111111113,12.06375
240eba39,Isaiah,Curtis,18,1,5,1,0,0,0,1,0,1,4,11.25,11.0
7e903078,Peter,Pruitt,21,4,6,1,0,1,0,1,0,1,5,12.6,11.666666666666666
f2ffac48,Dustin,Martin,18,2,6,1,0,1,1,1,0,1,5,12.6,13.0
3ef39851,Christina,Allen,20,1,6,1,0,1,1,1,0,1,4,12.0,11.333333333333334
c2f71bf3,Matthew,Clements,19,1,6,1,0,1,1,1,1,1,4,13.0,12.2
765cc888,Carol,Hughes,25,1,10,1,0,1,1,1,0,1,5,11.6,13.0
